id,platform,topic,content,author_hash,like_count,reply_count,publish_time,source_url
iaa_game-0015,douyin,IAA Game Review Pain Point Mining,新手引导太长，新手关卡一直打断操作节奏。 高赞区已经开始讨论。很容易变成差评关键词。,025ee7e876c542b7,241,22,2026-06-19T15:22:00+00:00,https://example.com/demo/iaa_game/iaa_game-0015
iaa_game-0016,tap,IAA Game Review Pain Point Mining,匹配模式上手简单，适合通勤路上玩。 这个角度比单纯情绪更重要。这个点适合做商店页卖点。,484cdc12a71f04d2,258,29,2026-06-19T14:45:00+00:00,https://example.com/demo/iaa_game/iaa_game-0016
iaa_game-0017,bili,IAA Game Review Pain Point Mining,失败结算需要更多解释，不然新玩家不知道资源怎么用。需要拆开新老用户看。,cd9c2b53b5abcf47,15,36,2026-06-19T14:08:00+00:00,https://example.com/demo/iaa_game/iaa_game-0017
iaa_game-0018,weibo,IAA Game Review Pain Point Mining,每日任务奖励广告可以有，但不要每一关都强制看。 我看评论区也有人持相反意见。很容易变成差评关键词。,eddb239a70f46578,32,5,2026-06-19T13:31:00+00:00,https://example.com/demo/iaa_game/iaa_game-0018
iaa_game-0019,douyin,IAA Game Review Pain Point Mining,抽卡活动节奏挺爽，碎片时间打开玩两把刚好。 高赞区已经开始讨论。这个点适合做商店页卖点。,6843fb6b2da1a971,49,12,2026-06-19T12:54:00+00:00,https://example.com/demo/iaa_game/iaa_game-0019
iaa_game-0020,tap,IAA Game Review Pain Point Mining,激励广告可以继续观察，前十分钟体验还行，后面要看广告频率。 这个角度比单纯情绪更重要。需要拆开新老用户看。,6651c2f7ff1a8a81,66,19,2026-06-19T12:17:00+00:00,https://example.com/demo/iaa_game/iaa_game-0020
iaa_game-0021,bili,IAA Game Review Pain Point Mining,剧情副本强制广告太多，刚进入关键环节就被打断。很容易变成差评关键词。,f54e87e1b46abb0e,83,26,2026-06-19T11:40:00+00:00,https://example.com/demo/iaa_game/iaa_game-0021
iaa_game-0022,weibo,IAA Game Review Pain Point Mining,抽卡活动奖励给得还算大方，广告如果自愿看可以接受。 我看评论区也有人持相反意见。这个点适合做商店页卖点。,059e231b931ddac9,100,33,2026-06-19T11:03:00+00:00,https://example.com/demo/iaa_game/iaa_game-0022
iaa_game-0023,weibo,IAA Game Review Pain Point Mining,我不反对广告变现，但激励广告最好把触发点讲清楚。 高赞区已经开始讨论。需要拆开新老用户看。,4b04cb5b55b9dd16,117,2,2026-06-19T10:26:00+00:00,https://example.com/demo/iaa_game/iaa_game-0023
iaa_game-0024,douyin,IAA Game Review Pain Point Mining,剧情副本卡顿和发热明显，手机玩十分钟就烫。 这个角度比单纯情绪更重要。很容易变成差评关键词。,8fcc8d6447e216ab,134,9,2026-06-19T09:49:00+00:00,https://example.com/demo/iaa_game/iaa_game-0024
iaa_game-0025,tap,IAA Game Review Pain Point Mining,画风比同类IAA游戏舒服，体力系统没有太重的学习成本。这个点适合做商店页卖点。,4df76f4f3e3447e2,151,16,2026-06-19T09:12:00+00:00,https://example.com/demo/iaa_game/iaa_game-0025
iaa_game-0026,bili,IAA Game Review Pain Point Mining,新手关卡现在属于能玩，但长期留存还要看更新节奏。 我看评论区也有人持相反意见。需要拆开新老用户看。,83b9cae950be49f6,168,23,2026-06-19T08:35:00+00:00,https://example.com/demo/iaa_game/iaa_game-0026
iaa_game-0027,weibo,IAA Game Review Pain Point Mining,氪金礼包弹窗有点密，匹配模式给人的压力很大。 高赞区已经开始讨论。很容易变成差评关键词。,8b34ca6c6aa40243,185,30,2026-06-19T07:58:00+00:00,https://example.com/demo/iaa_game/iaa_game-0027
iaa_game-0028,douyin,IAA Game Review Pain Point Mining,失败结算反馈很即时，连胜的时候确实有继续玩的动力。 这个角度比单纯情绪更重要。这个点适合做商店页卖点。,9180dc0747fadb9e,202,37,2026-06-19T07:21:00+00:00,https://example.com/demo/iaa_game/iaa_game-0028
iaa_game-0029,tap,IAA Game Review Pain Point Mining,建议把新手关卡的数据和关卡难度分开展示，不然不好判断。需要拆开新老用户看。,b14e4d834eeadfc8,219,6,2026-06-19T06:44:00+00:00,https://example.com/demo/iaa_game/iaa_game-0029
iaa_game-0030,bili,IAA Game Review Pain Point Mining,匹配模式数值不平衡，连续遇到高战力对手很劝退。 我看评论区也有人持相反意见。很容易变成差评关键词。,69f9e05e41079e7d,236,13,2026-06-19T06:07:00+00:00,https://example.com/demo/iaa_game/iaa_game-0030
iaa_game-0031,weibo,IAA Game Review Pain Point Mining,剧情和关卡包装比预期好，失败结算不是纯换皮。 高赞区已经开始讨论。这个点适合做商店页卖点。,d18117b94d5d69e4,253,20,2026-06-19T05:30:00+00:00,https://example.com/demo/iaa_game/iaa_game-0031
iaa_game-0032,douyin,IAA Game Review Pain Point Mining,如果后续活动稳定，每日任务可能会留下来。 这个角度比单纯情绪更重要。需要拆开新老用户看。,f0ded07c01301548,10,27,2026-06-19T04:53:00+00:00,https://example.com/demo/iaa_game/iaa_game-0032
iaa_game-0033,tap,IAA Game Review Pain Point Mining,新手引导太长，抽卡活动一直打断操作节奏。很容易变成差评关键词。,fdc63ba55f23f1f0,27,34,2026-06-19T04:16:00+00:00,https://example.com/demo/iaa_game/iaa_game-0033
iaa_game-0034,tap,IAA Game Review Pain Point Mining,激励广告上手简单，适合通勤路上玩。 我看评论区也有人持相反意见。这个点适合做商店页卖点。,492e5ede5e0b94ad,44,3,2026-06-19T03:39:00+00:00,https://example.com/demo/iaa_game/iaa_game-0034
iaa_game-0035,bili,IAA Game Review Pain Point Mining,剧情副本需要更多解释，不然新玩家不知道资源怎么用。 高赞区已经开始讨论。需要拆开新老用户看。,5e2bf34166147c65,61,10,2026-06-19T03:02:00+00:00,https://example.com/demo/iaa_game/iaa_game-0035
iaa_game-0036,weibo,IAA Game Review Pain Point Mining,抽卡活动奖励广告可以有，但不要每一关都强制看。 这个角度比单纯情绪更重要。很容易变成差评关键词。,aadff59732fcc890,78,17,2026-06-19T02:25:00+00:00,https://example.com/demo/iaa_game/iaa_game-0036
iaa_game-0037,douyin,IAA Game Review Pain Point Mining,激励广告节奏挺爽，碎片时间打开玩两把刚好。这个点适合做商店页卖点。,c7b86c5478aafce6,95,24,2026-06-19T01:48:00+00:00,https://example.com/demo/iaa_game/iaa_game-0037
iaa_game-0038,tap,IAA Game Review Pain Point Mining,剧情副本可以继续观察，前十分钟体验还行，后面要看广告频率。 我看评论区也有人持相反意见。需要拆开新老用户看。,ce93f64953fc9176,112,31,2026-06-19T01:11:00+00:00,https://example.com/demo/iaa_game/iaa_game-0038
iaa_game-0039,bili,IAA Game Review Pain Point Mining,体力系统强制广告太多，刚进入关键环节就被打断。 高赞区已经开始讨论。很容易变成差评关键词。,26c28f1b450a8790,129,0,2026-06-19T00:34:00+00:00,https://example.com/demo/iaa_game/iaa_game-0039
iaa_game-0040,weibo,IAA Game Review Pain Point Mining,新手关卡奖励给得还算大方，广告如果自愿看可以接受。 这个角度比单纯情绪更重要。这个点适合做商店页卖点。,d2df7aeb4b34c390,146,7,2026-06-18T23:57:00+00:00,https://example.com/demo/iaa_game/iaa_game-0040
iaa_game-0041,douyin,IAA Game Review Pain Point Mining,我不反对广告变现，但匹配模式最好把触发点讲清楚。需要拆开新老用户看。,f7e023f75eb55bb1,163,14,2026-06-18T23:20:00+00:00,https://example.com/demo/iaa_game/iaa_game-0041
iaa_game-0042,tap,IAA Game Review Pain Point Mining,失败结算卡顿和发热明显，手机玩十分钟就烫。 我看评论区也有人持相反意见。很容易变成差评关键词。,c4098f29e5e479ea,180,21,2026-06-18T22:43:00+00:00,https://example.com/demo/iaa_game/iaa_game-0042
iaa_game-0043,bili,IAA Game Review Pain Point Mining,画风比同类IAA游戏舒服，新手关卡没有太重的学习成本。 高赞区已经开始讨论。这个点适合做商店页卖点。,52a506a7d35b3e43,197,28,2026-06-18T22:06:00+00:00,https://example.com/demo/iaa_game/iaa_game-0043
iaa_game-0044,weibo,IAA Game Review Pain Point Mining,匹配模式现在属于能玩，但长期留存还要看更新节奏。 这个角度比单纯情绪更重要。需要拆开新老用户看。,686cdd719e8fc385,214,35,2026-06-18T21:29:00+00:00,https://example.com/demo/iaa_game/iaa_game-0044
iaa_game-0045,weibo,IAA Game Review Pain Point Mining,氪金礼包弹窗有点密，失败结算给人的压力很大。很容易变成差评关键词。,6f9afd167240f481,231,4,2026-06-18T20:52:00+00:00,https://example.com/demo/iaa_game/iaa_game-0045
iaa_game-0046,douyin,IAA Game Review Pain Point Mining,每日任务反馈很即时，连胜的时候确实有继续玩的动力。 我看评论区也有人持相反意见。这个点适合做商店页卖点。,44b4d2ad5730fe35,248,11,2026-06-18T20:15:00+00:00,https://example.com/demo/iaa_game/iaa_game-0046
iaa_game-0047,tap,IAA Game Review Pain Point Mining,建议把抽卡活动的数据和关卡难度分开展示，不然不好判断。 高赞区已经开始讨论。需要拆开新老用户看。,d5b420878bce7b29,5,18,2026-06-18T19:38:00+00:00,https://example.com/demo/iaa_game/iaa_game-0047
iaa_game-0048,bili,IAA Game Review Pain Point Mining,激励广告数值不平衡，连续遇到高战力对手很劝退。 这个角度比单纯情绪更重要。很容易变成差评关键词。,8f3354a504f6fe0b,22,25,2026-06-18T19:01:00+00:00,https://example.com/demo/iaa_game/iaa_game-0048
iaa_game-0049,weibo,IAA Game Review Pain Point Mining,剧情和关卡包装比预期好，剧情副本不是纯换皮。这个点适合做商店页卖点。,ed2c005141ce3be6,39,32,2026-06-18T18:24:00+00:00,https://example.com/demo/iaa_game/iaa_game-0049
iaa_game-0050,douyin,IAA Game Review Pain Point Mining,如果后续活动稳定，抽卡活动可能会留下来。 我看评论区也有人持相反意见。需要拆开新老用户看。,3b9c28d58269e433,56,1,2026-06-18T17:47:00+00:00,https://example.com/demo/iaa_game/iaa_game-0050
iaa_game-0051,tap,IAA Game Review Pain Point Mining,新手引导太长，激励广告一直打断操作节奏。 高赞区已经开始讨论。很容易变成差评关键词。,8d1b04ea45c5376b,73,8,2026-06-18T17:10:00+00:00,https://example.com/demo/iaa_game/iaa_game-0051
iaa_game-0052,bili,IAA Game Review Pain Point Mining,剧情副本上手简单，适合通勤路上玩。 这个角度比单纯情绪更重要。这个点适合做商店页卖点。,ce54eed6a504bbc0,90,15,2026-06-18T16:33:00+00:00,https://example.com/demo/iaa_game/iaa_game-0052
iaa_game-0053,weibo,IAA Game Review Pain Point Mining,体力系统需要更多解释，不然新玩家不知道资源怎么用。需要拆开新老用户看。,74b3f7fe5eb12650,107,22,2026-06-18T15:56:00+00:00,https://example.com/demo/iaa_game/iaa_game-0053
iaa_game-0054,douyin,IAA Game Review Pain Point Mining,新手关卡奖励广告可以有，但不要每一关都强制看。 我看评论区也有人持相反意见。很容易变成差评关键词。,18ca701a0c535fcc,124,29,2026-06-18T15:19:00+00:00,https://example.com/demo/iaa_game/iaa_game-0054
iaa_game-0055,tap,IAA Game Review Pain Point Mining,匹配模式节奏挺爽，碎片时间打开玩两把刚好。 高赞区已经开始讨论。这个点适合做商店页卖点。,2c47aaff8cd338f4,141,36,2026-06-18T14:42:00+00:00,https://example.com/demo/iaa_game/iaa_game-0055
iaa_game-0056,tap,IAA Game Review Pain Point Mining,失败结算可以继续观察，前十分钟体验还行，后面要看广告频率。 这个角度比单纯情绪更重要。需要拆开新老用户看。,170be178dd3223b0,158,5,2026-06-18T14:05:00+00:00,https://example.com/demo/iaa_game/iaa_game-0056
iaa_game-0057,bili,IAA Game Review Pain Point Mining,新手关卡强制广告太多，刚进入关键环节就被打断。很容易变成差评关键词。,4332fecea9b0c92a,175,12,2026-06-18T13:28:00+00:00,https://example.com/demo/iaa_game/iaa_game-0057
iaa_game-0058,weibo,IAA Game Review Pain Point Mining,匹配模式奖励给得还算大方，广告如果自愿看可以接受。 我看评论区也有人持相反意见。这个点适合做商店页卖点。,5e51909581b1f305,192,19,2026-06-18T12:51:00+00:00,https://example.com/demo/iaa_game/iaa_game-0058
iaa_game-0059,douyin,IAA Game Review Pain Point Mining,我不反对广告变现，但失败结算最好把触发点讲清楚。 高赞区已经开始讨论。需要拆开新老用户看。,c6467f5edc0de244,209,26,2026-06-18T12:14:00+00:00,https://example.com/demo/iaa_game/iaa_game-0059
iaa_game-0060,tap,IAA Game Review Pain Point Mining,每日任务卡顿和发热明显，手机玩十分钟就烫。 这个角度比单纯情绪更重要。很容易变成差评关键词。,095e53007ed76843,226,33,2026-06-18T11:37:00+00:00,https://example.com/demo/iaa_game/iaa_game-0060
iaa_game-0061,bili,IAA Game Review Pain Point Mining,画风比同类IAA游戏舒服，抽卡活动没有太重的学习成本。这个点适合做商店页卖点。,4cab9a1039f5345e,243,2,2026-06-18T11:00:00+00:00,https://example.com/demo/iaa_game/iaa_game-0061
iaa_game-0062,weibo,IAA Game Review Pain Point Mining,激励广告现在属于能玩，但长期留存还要看更新节奏。 我看评论区也有人持相反意见。需要拆开新老用户看。,1f8a49a1dd9186fc,260,9,2026-06-18T10:23:00+00:00,https://example.com/demo/iaa_game/iaa_game-0062
iaa_game-0063,douyin,IAA Game Review Pain Point Mining,氪金礼包弹窗有点密，剧情副本给人的压力很大。 高赞区已经开始讨论。很容易变成差评关键词。,32001ab158dc8e63,17,16,2026-06-18T09:46:00+00:00,https://example.com/demo/iaa_game/iaa_game-0063
iaa_game-0064,tap,IAA Game Review Pain Point Mining,抽卡活动反馈很即时，连胜的时候确实有继续玩的动力。 这个角度比单纯情绪更重要。这个点适合做商店页卖点。,b6300861e23fcf54,34,23,2026-06-18T09:09:00+00:00,https://example.com/demo/iaa_game/iaa_game-0064
iaa_game-0065,bili,IAA Game Review Pain Point Mining,建议把激励广告的数据和关卡难度分开展示，不然不好判断。需要拆开新老用户看。,26a36d721957204f,51,30,2026-06-18T08:32:00+00:00,https://example.com/demo/iaa_game/iaa_game-0065
iaa_game-0066,weibo,IAA Game Review Pain Point Mining,剧情副本数值不平衡，连续遇到高战力对手很劝退。 我看评论区也有人持相反意见。很容易变成差评关键词。,655b4751a4b5c5a9,68,37,2026-06-18T07:55:00+00:00,https://example.com/demo/iaa_game/iaa_game-0066
iaa_game-0067,weibo,IAA Game Review Pain Point Mining,剧情和关卡包装比预期好，体力系统不是纯换皮。 高赞区已经开始讨论。这个点适合做商店页卖点。,a79dc9bfed94d25c,85,6,2026-06-18T07:18:00+00:00,https://example.com/demo/iaa_game/iaa_game-0067
iaa_game-0068,douyin,IAA Game Review Pain Point Mining,如果后续活动稳定，新手关卡可能会留下来。 这个角度比单纯情绪更重要。需要拆开新老用户看。,3726e792a8a8675d,102,13,2026-06-18T06:41:00+00:00,https://example.com/demo/iaa_game/iaa_game-0068
iaa_game-0069,tap,IAA Game Review Pain Point Mining,新手引导太长，匹配模式一直打断操作节奏。很容易变成差评关键词。,1db3763a20b18430,119,20,2026-06-18T06:04:00+00:00,https://example.com/demo/iaa_game/iaa_game-0069
iaa_game-0070,bili,IAA Game Review Pain Point Mining,失败结算上手简单，适合通勤路上玩。 我看评论区也有人持相反意见。这个点适合做商店页卖点。,00c60db6a53b9f6c,136,27,2026-06-18T05:27:00+00:00,https://example.com/demo/iaa_game/iaa_game-0070
iaa_game-0071,weibo,IAA Game Review Pain Point Mining,新手关卡需要更多解释，不然新玩家不知道资源怎么用。 高赞区已经开始讨论。需要拆开新老用户看。,30370f5c563b33ae,153,34,2026-06-18T04:50:00+00:00,https://example.com/demo/iaa_game/iaa_game-0071
iaa_game-0072,douyin,IAA Game Review Pain Point Mining,匹配模式奖励广告可以有，但不要每一关都强制看。 这个角度比单纯情绪更重要。很容易变成差评关键词。,5efe4624474de00b,170,3,2026-06-18T04:13:00+00:00,https://example.com/demo/iaa_game/iaa_game-0072
iaa_game-0073,tap,IAA Game Review Pain Point Mining,失败结算节奏挺爽，碎片时间打开玩两把刚好。这个点适合做商店页卖点。,682ffa820f3db6fd,187,10,2026-06-18T03:36:00+00:00,https://example.com/demo/iaa_game/iaa_game-0073
iaa_game-0074,bili,IAA Game Review Pain Point Mining,每日任务可以继续观察，前十分钟体验还行，后面要看广告频率。 我看评论区也有人持相反意见。需要拆开新老用户看。,30328728752896b5,204,17,2026-06-18T02:59:00+00:00,https://example.com/demo/iaa_game/iaa_game-0074
iaa_game-0075,weibo,IAA Game Review Pain Point Mining,抽卡活动强制广告太多，刚进入关键环节就被打断。 高赞区已经开始讨论。很容易变成差评关键词。,caaeabe61a1904e3,221,24,2026-06-18T02:22:00+00:00,https://example.com/demo/iaa_game/iaa_game-0075
iaa_game-0076,douyin,IAA Game Review Pain Point Mining,激励广告奖励给得还算大方，广告如果自愿看可以接受。 这个角度比单纯情绪更重要。这个点适合做商店页卖点。,801422201a0ec7c8,238,31,2026-06-18T01:45:00+00:00,https://example.com/demo/iaa_game/iaa_game-0076
iaa_game-0077,tap,IAA Game Review Pain Point Mining,我不反对广告变现，但剧情副本最好把触发点讲清楚。需要拆开新老用户看。,c75f0fa9644c4465,255,0,2026-06-18T01:08:00+00:00,https://example.com/demo/iaa_game/iaa_game-0077
iaa_game-0078,tap,IAA Game Review Pain Point Mining,抽卡活动卡顿和发热明显，手机玩十分钟就烫。 我看评论区也有人持相反意见。很容易变成差评关键词。,7cc388f170d0ece7,12,7,2026-06-18T00:31:00+00:00,https://example.com/demo/iaa_game/iaa_game-0078
iaa_game-0079,bili,IAA Game Review Pain Point Mining,画风比同类IAA游戏舒服，激励广告没有太重的学习成本。 高赞区已经开始讨论。这个点适合做商店页卖点。,71d9b66587032d26,29,14,2026-06-17T23:54:00+00:00,https://example.com/demo/iaa_game/iaa_game-0079
iaa_game-0080,weibo,IAA Game Review Pain Point Mining,剧情副本现在属于能玩，但长期留存还要看更新节奏。 这个角度比单纯情绪更重要。需要拆开新老用户看。,4d961c7a2b6115cb,46,21,2026-06-17T23:17:00+00:00,https://example.com/demo/iaa_game/iaa_game-0080
iaa_game-0081,douyin,IAA Game Review Pain Point Mining,氪金礼包弹窗有点密，体力系统给人的压力很大。很容易变成差评关键词。,9d6f53ba63947cf2,63,28,2026-06-17T22:40:00+00:00,https://example.com/demo/iaa_game/iaa_game-0081
iaa_game-0082,tap,IAA Game Review Pain Point Mining,新手关卡反馈很即时，连胜的时候确实有继续玩的动力。 我看评论区也有人持相反意见。这个点适合做商店页卖点。,2f6287dff404c6b0,80,35,2026-06-17T22:03:00+00:00,https://example.com/demo/iaa_game/iaa_game-0082
iaa_game-0083,bili,IAA Game Review Pain Point Mining,建议把匹配模式的数据和关卡难度分开展示，不然不好判断。 高赞区已经开始讨论。需要拆开新老用户看。,d5932ce2f41ec84e,97,4,2026-06-17T21:26:00+00:00,https://example.com/demo/iaa_game/iaa_game-0083
iaa_game-0084,weibo,IAA Game Review Pain Point Mining,失败结算数值不平衡，连续遇到高战力对手很劝退。 这个角度比单纯情绪更重要。很容易变成差评关键词。,c36b35366513d84c,114,11,2026-06-17T20:49:00+00:00,https://example.com/demo/iaa_game/iaa_game-0084
iaa_game-0085,douyin,IAA Game Review Pain Point Mining,剧情和关卡包装比预期好，新手关卡不是纯换皮。这个点适合做商店页卖点。,0c86453dcee52a6e,131,18,2026-06-17T20:12:00+00:00,https://example.com/demo/iaa_game/iaa_game-0085
iaa_game-0086,tap,IAA Game Review Pain Point Mining,如果后续活动稳定，匹配模式可能会留下来。 我看评论区也有人持相反意见。需要拆开新老用户看。,0341cee71358fdf8,148,25,2026-06-17T19:35:00+00:00,https://example.com/demo/iaa_game/iaa_game-0086
iaa_game-0087,bili,IAA Game Review Pain Point Mining,新手引导太长，失败结算一直打断操作节奏。 高赞区已经开始讨论。很容易变成差评关键词。,de42a1c4fa7a89ad,165,32,2026-06-17T18:58:00+00:00,https://example.com/demo/iaa_game/iaa_game-0087
iaa_game-0088,weibo,IAA Game Review Pain Point Mining,每日任务上手简单，适合通勤路上玩。 这个角度比单纯情绪更重要。这个点适合做商店页卖点。,23e9eefa2865271c,182,1,2026-06-17T18:21:00+00:00,https://example.com/demo/iaa_game/iaa_game-0088
iaa_game-0089,weibo,IAA Game Review Pain Point Mining,抽卡活动需要更多解释，不然新玩家不知道资源怎么用。需要拆开新老用户看。,b4dbf492ca4bcf5c,199,8,2026-06-17T17:44:00+00:00,https://example.com/demo/iaa_game/iaa_game-0089
iaa_game-0090,douyin,IAA Game Review Pain Point Mining,激励广告奖励广告可以有，但不要每一关都强制看。 我看评论区也有人持相反意见。很容易变成差评关键词。,abf89c76f6f933de,216,15,2026-06-17T17:07:00+00:00,https://example.com/demo/iaa_game/iaa_game-0090
iaa_game-0091,tap,IAA Game Review Pain Point Mining,剧情副本节奏挺爽，碎片时间打开玩两把刚好。 高赞区已经开始讨论。这个点适合做商店页卖点。,e5f405b9474c2b94,233,22,2026-06-17T16:30:00+00:00,https://example.com/demo/iaa_game/iaa_game-0091
iaa_game-0092,bili,IAA Game Review Pain Point Mining,抽卡活动可以继续观察，前十分钟体验还行，后面要看广告频率。 这个角度比单纯情绪更重要。需要拆开新老用户看。,07f8a1f4b6faccb7,250,29,2026-06-17T15:53:00+00:00,https://example.com/demo/iaa_game/iaa_game-0092
iaa_game-0093,weibo,IAA Game Review Pain Point Mining,激励广告强制广告太多，刚进入关键环节就被打断。很容易变成差评关键词。,4d61da04fb1dbfe5,7,36,2026-06-17T15:16:00+00:00,https://example.com/demo/iaa_game/iaa_game-0093
iaa_game-0094,douyin,IAA Game Review Pain Point Mining,剧情副本奖励给得还算大方，广告如果自愿看可以接受。 我看评论区也有人持相反意见。这个点适合做商店页卖点。,c25ab9bb32b200fb,24,5,2026-06-17T14:39:00+00:00,https://example.com/demo/iaa_game/iaa_game-0094
iaa_game-0095,tap,IAA Game Review Pain Point Mining,我不反对广告变现，但体力系统最好把触发点讲清楚。 高赞区已经开始讨论。需要拆开新老用户看。,b0c5e5609417e8f9,41,12,2026-06-17T14:02:00+00:00,https://example.com/demo/iaa_game/iaa_game-0095
iaa_game-0096,bili,IAA Game Review Pain Point Mining,新手关卡卡顿和发热明显，手机玩十分钟就烫。 这个角度比单纯情绪更重要。很容易变成差评关键词。,d684bee34b538e9b,58,19,2026-06-17T13:25:00+00:00,https://example.com/demo/iaa_game/iaa_game-0096
iaa_game-0097,weibo,IAA Game Review Pain Point Mining,画风比同类IAA游戏舒服，匹配模式没有太重的学习成本。这个点适合做商店页卖点。,f20602b088c4b11c,75,26,2026-06-17T12:48:00+00:00,https://example.com/demo/iaa_game/iaa_game-0097
iaa_game-0098,douyin,IAA Game Review Pain Point Mining,失败结算现在属于能玩，但长期留存还要看更新节奏。 我看评论区也有人持相反意见。需要拆开新老用户看。,65d33da8b7342fa8,92,33,2026-06-17T12:11:00+00:00,https://example.com/demo/iaa_game/iaa_game-0098
iaa_game-0099,tap,IAA Game Review Pain Point Mining,氪金礼包弹窗有点密，新手关卡给人的压力很大。 高赞区已经开始讨论。很容易变成差评关键词。,be66fd716adf1bf4,109,2,2026-06-17T11:34:00+00:00,https://example.com/demo/iaa_game/iaa_game-0099
iaa_game-0100,tap,IAA Game Review Pain Point Mining,匹配模式反馈很即时，连胜的时候确实有继续玩的动力。 这个角度比单纯情绪更重要。这个点适合做商店页卖点。,86faea9615abd513,126,9,2026-06-17T10:57:00+00:00,https://example.com/demo/iaa_game/iaa_game-0100
iaa_game-0101,bili,IAA Game Review Pain Point Mining,建议把失败结算的数据和关卡难度分开展示，不然不好判断。需要拆开新老用户看。,77a2be9443b439b1,143,16,2026-06-17T10:20:00+00:00,https://example.com/demo/iaa_game/iaa_game-0101
iaa_game-0102,weibo,IAA Game Review Pain Point Mining,每日任务数值不平衡，连续遇到高战力对手很劝退。 我看评论区也有人持相反意见。很容易变成差评关键词。,321d66ede3e8fd78,160,23,2026-06-17T09:43:00+00:00,https://example.com/demo/iaa_game/iaa_game-0102
