id,platform,topic,content,author_hash,like_count,reply_count,publish_time,source_url
nba_draft-0057,weibo,2026 NBA Draft Opinion Analysis,迪班萨对抗还是偏弱，进NBA第一年可能顶不住。这会影响选秀夜舆论。,bdc948a2b5c27b79,175,12,2026-06-18T13:28:00+00:00,https://example.com/demo/nba_draft/nba_draft-0057
nba_draft-0058,xhs,2026 NBA Draft Opinion Analysis,看好乐透锋线，年龄小还有成长空间，球队如果愿意培养会很赚。 我看评论区也有人持相反意见。适合做球员模板拆解。,2c810ac7f2b743ca,192,19,2026-06-18T12:51:00+00:00,https://example.com/demo/nba_draft/nba_draft-0058
nba_draft-0059,zhihu,2026 NBA Draft Opinion Analysis,我更关心球队培养环境，单看模板很容易高估布泽尔。 高赞区已经开始讨论。需要和更多比赛样本交叉验证。,1544128d45106ad8,209,26,2026-06-18T12:14:00+00:00,https://example.com/demo/nba_draft/nba_draft-0059
nba_draft-0060,bili,2026 NBA Draft Opinion Analysis,担心控卫新秀横移速度，换防小后卫会被点名。 这个角度比单纯情绪更重要。这会影响选秀夜舆论。,5d00ef5950251f0f,226,33,2026-06-18T11:37:00+00:00,https://example.com/demo/nba_draft/nba_draft-0060
nba_draft-0061,weibo,2026 NBA Draft Opinion Analysis,AJ投射和持球都比预期成熟，放在乐透末性价比不错。适合做球员模板拆解。,6cfd0f7dcf12979b,243,2,2026-06-18T11:00:00+00:00,https://example.com/demo/nba_draft/nba_draft-0061
nba_draft-0062,xhs,2026 NBA Draft Opinion Analysis,皮特森排在这个区间可以讨论，但别只看集锦下结论。 我看评论区也有人持相反意见。需要和更多比赛样本交叉验证。,559d968e69d7b49f,260,9,2026-06-18T10:23:00+00:00,https://example.com/demo/nba_draft/nba_draft-0062
nba_draft-0063,zhihu,2026 NBA Draft Opinion Analysis,国际内线投篮稳定性一般，样本联赛含金量也有争议。 高赞区已经开始讨论。这会影响选秀夜舆论。,ec94868fc1e4d13e,17,16,2026-06-18T09:46:00+00:00,https://example.com/demo/nba_draft/nba_draft-0063
nba_draft-0064,bili,2026 NBA Draft Opinion Analysis,这个顺位选AJ不亏，刚好适配球队缺锋线的需求。 这个角度比单纯情绪更重要。适合做球员模板拆解。,3159d8e42a30a846,34,23,2026-06-18T09:09:00+00:00,https://example.com/demo/nba_draft/nba_draft-0064
nba_draft-0065,weibo,2026 NBA Draft Opinion Analysis,现在榜单变动很快，皮特森后面还有联合试训。需要和更多比赛样本交叉验证。,da32597265245b05,51,30,2026-06-18T08:32:00+00:00,https://example.com/demo/nba_draft/nba_draft-0065
nba_draft-0066,xhs,2026 NBA Draft Opinion Analysis,这个顺位选国际内线感觉过高，模板吹得有点太满。 我看评论区也有人持相反意见。这会影响选秀夜舆论。,dc175fe452e686ea,68,37,2026-06-18T07:55:00+00:00,https://example.com/demo/nba_draft/nba_draft-0066
nba_draft-0067,xhs,2026 NBA Draft Opinion Analysis,弗拉格的话题热度高，媒体曝光能带动新秀关注度。 高赞区已经开始讨论。适合做球员模板拆解。,81e07eb7e8824cd7,85,6,2026-06-18T07:18:00+00:00,https://example.com/demo/nba_draft/nba_draft-0067
nba_draft-0068,zhihu,2026 NBA Draft Opinion Analysis,这个帖子把顺位和球队需求放一起看，比单纯排名有价值。 这个角度比单纯情绪更重要。需要和更多比赛样本交叉验证。,c5d631d5d93b08dc,102,13,2026-06-18T06:41:00+00:00,https://example.com/demo/nba_draft/nba_draft-0068
nba_draft-0069,bili,2026 NBA Draft Opinion Analysis,乐透锋线伤病风险不能忽视，球队要有耐心才行。这会影响选秀夜舆论。,cc2e40fbc6de674b,119,20,2026-06-18T06:04:00+00:00,https://example.com/demo/nba_draft/nba_draft-0069
nba_draft-0070,weibo,2026 NBA Draft Opinion Analysis,国际球员这条线很有潜力，布泽尔的FIBA经验不是空话。 我看评论区也有人持相反意见。适合做球员模板拆解。,a78aee40816a7ded,136,27,2026-06-18T05:27:00+00:00,https://example.com/demo/nba_draft/nba_draft-0070
nba_draft-0071,xhs,2026 NBA Draft Opinion Analysis,补充一下，迪班萨上赛季主要问题是角色变化太快。 高赞区已经开始讨论。需要和更多比赛样本交叉验证。,9c97a0c0efd09b34,153,34,2026-06-18T04:50:00+00:00,https://example.com/demo/nba_draft/nba_draft-0071
nba_draft-0072,zhihu,2026 NBA Draft Opinion Analysis,球迷对乐透锋线分歧太大，短期舆论压力会很高。 这个角度比单纯情绪更重要。这会影响选秀夜舆论。,ad2cdbdf0481079b,170,3,2026-06-18T04:13:00+00:00,https://example.com/demo/nba_draft/nba_draft-0072
nba_draft-0073,bili,2026 NBA Draft Opinion Analysis,布泽尔的身体模板确实稀缺，顺位高一点也能理解。适合做球员模板拆解。,d164faf6d619df89,187,10,2026-06-18T03:36:00+00:00,https://example.com/demo/nba_draft/nba_draft-0073
nba_draft-0074,weibo,2026 NBA Draft Opinion Analysis,控卫新秀的样本还不够大，还是要等夏联和体测数据。 我看评论区也有人持相反意见。需要和更多比赛样本交叉验证。,a42887b0e03b3a0e,204,17,2026-06-18T02:59:00+00:00,https://example.com/demo/nba_draft/nba_draft-0074
nba_draft-0075,xhs,2026 NBA Draft Opinion Analysis,AJ对抗还是偏弱，进NBA第一年可能顶不住。 高赞区已经开始讨论。这会影响选秀夜舆论。,c1b03410d42cc387,221,24,2026-06-18T02:22:00+00:00,https://example.com/demo/nba_draft/nba_draft-0075
nba_draft-0076,zhihu,2026 NBA Draft Opinion Analysis,看好皮特森，年龄小还有成长空间，球队如果愿意培养会很赚。 这个角度比单纯情绪更重要。适合做球员模板拆解。,1c79b2f10b0f1324,238,31,2026-06-18T01:45:00+00:00,https://example.com/demo/nba_draft/nba_draft-0076
nba_draft-0077,bili,2026 NBA Draft Opinion Analysis,我更关心球队培养环境，单看模板很容易高估国际内线。需要和更多比赛样本交叉验证。,0fac6a1d508a6e48,255,0,2026-06-18T01:08:00+00:00,https://example.com/demo/nba_draft/nba_draft-0077
nba_draft-0078,bili,2026 NBA Draft Opinion Analysis,担心AJ横移速度，换防小后卫会被点名。 我看评论区也有人持相反意见。这会影响选秀夜舆论。,372d12c578fbe992,12,7,2026-06-18T00:31:00+00:00,https://example.com/demo/nba_draft/nba_draft-0078
nba_draft-0079,weibo,2026 NBA Draft Opinion Analysis,皮特森投射和持球都比预期成熟，放在乐透末性价比不错。 高赞区已经开始讨论。适合做球员模板拆解。,45e6f131df51ed39,29,14,2026-06-17T23:54:00+00:00,https://example.com/demo/nba_draft/nba_draft-0079
nba_draft-0080,xhs,2026 NBA Draft Opinion Analysis,国际内线排在这个区间可以讨论，但别只看集锦下结论。 这个角度比单纯情绪更重要。需要和更多比赛样本交叉验证。,75aca22d94cecd70,46,21,2026-06-17T23:17:00+00:00,https://example.com/demo/nba_draft/nba_draft-0080
nba_draft-0081,zhihu,2026 NBA Draft Opinion Analysis,弗拉格投篮稳定性一般，样本联赛含金量也有争议。这会影响选秀夜舆论。,fcd053abffa987ae,63,28,2026-06-17T22:40:00+00:00,https://example.com/demo/nba_draft/nba_draft-0081
nba_draft-0082,bili,2026 NBA Draft Opinion Analysis,这个顺位选迪班萨不亏，刚好适配球队缺锋线的需求。 我看评论区也有人持相反意见。适合做球员模板拆解。,9f82e27251055fe5,80,35,2026-06-17T22:03:00+00:00,https://example.com/demo/nba_draft/nba_draft-0082
nba_draft-0083,weibo,2026 NBA Draft Opinion Analysis,现在榜单变动很快，乐透锋线后面还有联合试训。 高赞区已经开始讨论。需要和更多比赛样本交叉验证。,4fda196f53e21836,97,4,2026-06-17T21:26:00+00:00,https://example.com/demo/nba_draft/nba_draft-0083
nba_draft-0084,xhs,2026 NBA Draft Opinion Analysis,这个顺位选布泽尔感觉过高，模板吹得有点太满。 这个角度比单纯情绪更重要。这会影响选秀夜舆论。,db845bfcdaab5f86,114,11,2026-06-17T20:49:00+00:00,https://example.com/demo/nba_draft/nba_draft-0084
nba_draft-0085,zhihu,2026 NBA Draft Opinion Analysis,迪班萨的话题热度高，媒体曝光能带动新秀关注度。适合做球员模板拆解。,3ae481e6c05727a4,131,18,2026-06-17T20:12:00+00:00,https://example.com/demo/nba_draft/nba_draft-0085
nba_draft-0086,bili,2026 NBA Draft Opinion Analysis,这个帖子把顺位和球队需求放一起看，比单纯排名有价值。 我看评论区也有人持相反意见。需要和更多比赛样本交叉验证。,57cb23292e73046e,148,25,2026-06-17T19:35:00+00:00,https://example.com/demo/nba_draft/nba_draft-0086
nba_draft-0087,weibo,2026 NBA Draft Opinion Analysis,布泽尔伤病风险不能忽视，球队要有耐心才行。 高赞区已经开始讨论。这会影响选秀夜舆论。,1328c9096308a07c,165,32,2026-06-17T18:58:00+00:00,https://example.com/demo/nba_draft/nba_draft-0087
nba_draft-0088,xhs,2026 NBA Draft Opinion Analysis,国际球员这条线很有潜力，控卫新秀的FIBA经验不是空话。 这个角度比单纯情绪更重要。适合做球员模板拆解。,5ae12b2c6487a1d0,182,1,2026-06-17T18:21:00+00:00,https://example.com/demo/nba_draft/nba_draft-0088
nba_draft-0089,xhs,2026 NBA Draft Opinion Analysis,补充一下，AJ上赛季主要问题是角色变化太快。需要和更多比赛样本交叉验证。,c6b26edcd1af9a33,199,8,2026-06-17T17:44:00+00:00,https://example.com/demo/nba_draft/nba_draft-0089
nba_draft-0090,zhihu,2026 NBA Draft Opinion Analysis,球迷对皮特森分歧太大，短期舆论压力会很高。 我看评论区也有人持相反意见。这会影响选秀夜舆论。,da12976effea77dc,216,15,2026-06-17T17:07:00+00:00,https://example.com/demo/nba_draft/nba_draft-0090
nba_draft-0091,bili,2026 NBA Draft Opinion Analysis,国际内线的身体模板确实稀缺，顺位高一点也能理解。 高赞区已经开始讨论。适合做球员模板拆解。,a5b4f33912758ee8,233,22,2026-06-17T16:30:00+00:00,https://example.com/demo/nba_draft/nba_draft-0091
nba_draft-0092,weibo,2026 NBA Draft Opinion Analysis,AJ的样本还不够大，还是要等夏联和体测数据。 这个角度比单纯情绪更重要。需要和更多比赛样本交叉验证。,431c7185fe040e0d,250,29,2026-06-17T15:53:00+00:00,https://example.com/demo/nba_draft/nba_draft-0092
nba_draft-0093,xhs,2026 NBA Draft Opinion Analysis,皮特森对抗还是偏弱，进NBA第一年可能顶不住。这会影响选秀夜舆论。,a787d7fa84aab16d,7,36,2026-06-17T15:16:00+00:00,https://example.com/demo/nba_draft/nba_draft-0093
nba_draft-0094,zhihu,2026 NBA Draft Opinion Analysis,看好国际内线，年龄小还有成长空间，球队如果愿意培养会很赚。 我看评论区也有人持相反意见。适合做球员模板拆解。,3cfb1362b0892c10,24,5,2026-06-17T14:39:00+00:00,https://example.com/demo/nba_draft/nba_draft-0094
nba_draft-0095,bili,2026 NBA Draft Opinion Analysis,我更关心球队培养环境，单看模板很容易高估弗拉格。 高赞区已经开始讨论。需要和更多比赛样本交叉验证。,811278f909863ad1,41,12,2026-06-17T14:02:00+00:00,https://example.com/demo/nba_draft/nba_draft-0095
nba_draft-0096,weibo,2026 NBA Draft Opinion Analysis,担心迪班萨横移速度，换防小后卫会被点名。 这个角度比单纯情绪更重要。这会影响选秀夜舆论。,638dd8074f131fd7,58,19,2026-06-17T13:25:00+00:00,https://example.com/demo/nba_draft/nba_draft-0096
nba_draft-0097,xhs,2026 NBA Draft Opinion Analysis,乐透锋线投射和持球都比预期成熟，放在乐透末性价比不错。适合做球员模板拆解。,8d3afda49244c796,75,26,2026-06-17T12:48:00+00:00,https://example.com/demo/nba_draft/nba_draft-0097
nba_draft-0098,zhihu,2026 NBA Draft Opinion Analysis,布泽尔排在这个区间可以讨论，但别只看集锦下结论。 我看评论区也有人持相反意见。需要和更多比赛样本交叉验证。,56abdff2a9730de6,92,33,2026-06-17T12:11:00+00:00,https://example.com/demo/nba_draft/nba_draft-0098
nba_draft-0099,bili,2026 NBA Draft Opinion Analysis,迪班萨投篮稳定性一般，样本联赛含金量也有争议。 高赞区已经开始讨论。这会影响选秀夜舆论。,cbb71f85556f88f5,109,2,2026-06-17T11:34:00+00:00,https://example.com/demo/nba_draft/nba_draft-0099
